id,iin,name,phone,bonus_amount,household_id,verified,timestamp,nearest_point,n_longitude,n_latitude
74,656439772539,Stephen Robertson,(273)344-3690x4466,417,86,1,2025-02-16 03:45:29.494792,"71663 Whitaker Loaf Suite 154, Rodriguezfurt, PA 34740",76.98770687916394,43.21653880628643
75,383099978270,Wendy Ellis,532-751-8708x1148,164,74,1,2025-02-16 03:45:29.494792,"21304 Bennett Prairie Apt. 344, Alisonville, ME 61368",76.63334266890205,43.243103319823994
76,229197646320,Tina Kennedy,+1-958-712-5194x67203,207,94,1,2025-02-16 03:45:29.494792,"165 Melissa Radial Suite 477, Melissafurt, AZ 49773",76.91566553825827,43.26168339744893
77,748837604641,Laura Gonzalez,+1-433-472-3165x183,159,139,1,2025-02-16 03:45:29.494792,"089 Wallace Prairie Suite 875, Stevensshire, NH 43008",76.71972926792837,43.364250797064464
78,133157284359,Stephanie Coffey,764-505-4688x8148,220,42,1,2025-02-16 03:45:29.494792,"165 Melissa Radial Suite 477, Melissafurt, AZ 49773",76.91566553825827,43.26168339744893
79,517324489514,Jennifer Morgan,(272)962-4536x089,1,108,1,2025-02-16 03:45:29.494792,"23735 Johnson Parks Apt. 183, Christianport, WI 67024",76.7395009798056,43.215736420020114
80,771461019043,Heather Waters,580.497.7624x2433,483,55,1,2025-02-16 03:45:29.494792,"141 Eric Lodge, Davistown, WV 79732",76.85111453665331,43.30050018005092
81,370317192343,Mary Silva,001-316-650-7161,144,51,1,2025-02-16 03:45:29.494792,"141 Eric Lodge, Davistown, WV 79732",76.85111453665331,43.30050018005092
82,748132614587,Heather Anderson,+1-869-820-9795x211,466,4,1,2025-02-16 03:45:29.494792,"71663 Whitaker Loaf Suite 154, Rodriguezfurt, PA 34740",76.98770687916394,43.21653880628643
83,128805506748,Ryan Brown,(362)618-4326x26388,165,97,1,2025-02-16 03:45:29.494792,"PSC 3662, Box 5413, APO AE 80734",76.82772707451024,43.230960311280334
84,852866829188,Kelly Zimmerman,+1-932-332-6300x671,237,32,1,2025-02-16 03:45:29.494792,"165 Melissa Radial Suite 477, Melissafurt, AZ 49773",76.91566553825827,43.26168339744893
85,646534436984,Gregory Thomas,845-937-4002x232,474,15,1,2025-02-16 03:45:29.494792,"71663 Whitaker Loaf Suite 154, Rodriguezfurt, PA 34740",76.98770687916394,43.21653880628643
86,208707089510,Joanna Duncan,+1-870-864-7358,239,54,1,2025-02-16 03:45:29.494792,"23735 Johnson Parks Apt. 183, Christianport, WI 67024",76.7395009798056,43.215736420020114
87,850149949697,Randy Gregory,+1-651-826-6330,460,78,1,2025-02-16 03:45:29.494792,"519 Jones Via, Cowanville, VT 57986",77.02314768879097,43.36093217227009
88,281843440140,Rhonda Fry,914-295-1366,401,159,1,2025-02-16 03:45:29.494792,"141 Eric Lodge, Davistown, WV 79732",76.85111453665331,43.30050018005092
89,301840664301,Keith Mitchell,545-907-1538,378,189,1,2025-02-16 03:45:29.494792,"652 Bradshaw Course Suite 479, East Lisa, WI 78599",76.91387704908065,43.222473503711576
90,912420677419,Angela Sullivan,+1-882-982-1593x4158,103,183,1,2025-02-16 03:45:29.494792,"71663 Whitaker Loaf Suite 154, Rodriguezfurt, PA 34740",76.98770687916394,43.21653880628643
91,839019891844,Mr. Bradley Sandoval,001-408-243-9609,500,162,1,2025-02-16 03:45:29.494792,"165 Melissa Radial Suite 477, Melissafurt, AZ 49773",76.91566553825827,43.26168339744893
92,804048351528,Steven Garcia,+1-873-332-4515x418,270,154,1,2025-02-16 03:45:29.494792,"71663 Whitaker Loaf Suite 154, Rodriguezfurt, PA 34740",76.98770687916394,43.21653880628643
93,653879858165,Ruth Gomez,(618)877-9174,143,67,1,2025-02-16 03:45:29.494792,"089 Wallace Prairie Suite 875, Stevensshire, NH 43008",76.71972926792837,43.364250797064464
94,474659791824,Tina Mitchell,(325)976-9135x01415,60,180,1,2025-02-16 03:45:29.494792,"796 Jillian Harbors Suite 136, Hoodside, NH 39338",76.87960222030358,43.18298225262573
95,941968801307,Linda Kramer,(761)937-7983x3164,318,59,1,2025-02-16 03:45:29.494792,"21304 Bennett Prairie Apt. 344, Alisonville, ME 61368",76.63334266890205,43.243103319823994
96,700619212132,Charles Guerrero,533.466.7250x199,23,188,1,2025-02-16 03:45:29.494792,"23735 Johnson Parks Apt. 183, Christianport, WI 67024",76.7395009798056,43.215736420020114
97,842871587275,Charles Smith,(239)637-0338x37915,244,150,1,2025-02-16 03:45:29.494792,"796 Jillian Harbors Suite 136, Hoodside, NH 39338",76.87960222030358,43.18298225262573
98,176724754548,Autumn Day,(627)846-0576x7769,270,77,1,2025-02-16 03:45:29.494792,"71663 Whitaker Loaf Suite 154, Rodriguezfurt, PA 34740",76.98770687916394,43.21653880628643
99,287225004191,Christie Hammond,001-575-830-1469,353,9,1,2025-02-16 03:45:29.494792,"089 Wallace Prairie Suite 875, Stevensshire, NH 43008",76.71972926792837,43.364250797064464
100,168392682954,Wanda Johnson,001-710-704-5097x95969,291,139,1,2025-02-16 03:45:29.494792,"21304 Bennett Prairie Apt. 344, Alisonville, ME 61368",76.63334266890205,43.243103319823994
101,377297584120,Tina Caldwell,(302)548-2637x0962,409,125,1,2025-02-16 03:45:29.494792,"71663 Whitaker Loaf Suite 154, Rodriguezfurt, PA 34740",76.98770687916394,43.21653880628643
102,131913227728,Natasha Leach,634.645.0510,264,9,1,2025-02-16 03:45:29.494792,"165 Melissa Radial Suite 477, Melissafurt, AZ 49773",76.91566553825827,43.26168339744893
103,824441272404,Eric Stein,+1-547-882-0517x573,329,179,1,2025-02-16 03:45:29.494792,"089 Wallace Prairie Suite 875, Stevensshire, NH 43008",76.71972926792837,43.364250797064464
104,969218045362,Michael Rodriguez,(727)687-4056,174,184,1,2025-02-16 03:45:29.494792,"519 Jones Via, Cowanville, VT 57986",77.02314768879097,43.36093217227009
105,147613817050,Aaron Ross,+1-251-789-6378x909,430,31,1,2025-02-16 03:45:29.494792,"135 Young Wall Suite 875, Russellfort, SD 85990",76.9636666382832,43.34966207109577
106,731218436796,Isaac Burke Jr.,001-977-657-4698x584,350,81,1,2025-02-16 03:45:29.494792,"089 Wallace Prairie Suite 875, Stevensshire, NH 43008",76.71972926792837,43.364250797064464
107,890863765327,Jennifer Diaz,6887249728,349,91,1,2025-02-16 03:45:29.494792,"135 Young Wall Suite 875, Russellfort, SD 85990",76.9636666382832,43.34966207109577
108,185261786518,Michelle Lopez,001-394-548-2215x51743,304,103,1,2025-02-16 03:45:29.494792,"089 Wallace Prairie Suite 875, Stevensshire, NH 43008",76.71972926792837,43.364250797064464
109,284098759859,David Bailey Jr.,(682)545-4794,364,43,1,2025-02-16 03:45:29.494792,"135 Young Wall Suite 875, Russellfort, SD 85990",76.9636666382832,43.34966207109577
110,429366322136,Taylor Adkins,785-886-0295,415,122,1,2025-02-16 03:45:29.494792,"141 Eric Lodge, Davistown, WV 79732",76.85111453665331,43.30050018005092
111,220837121337,Don Walsh,+1-926-888-8242,133,47,1,2025-02-16 03:45:29.494792,"23735 Johnson Parks Apt. 183, Christianport, WI 67024",76.7395009798056,43.215736420020114
112,996005532489,Jason Townsend,(511)860-8028x5461,297,139,1,2025-02-16 03:45:29.494792,"23735 Johnson Parks Apt. 183, Christianport, WI 67024",76.7395009798056,43.215736420020114
113,664251858584,Monica Ingram,+1-277-303-7968x01696,227,86,1,2025-02-16 03:45:29.494792,"796 Jillian Harbors Suite 136, Hoodside, NH 39338",76.87960222030358,43.18298225262573
114,699771117012,April Saunders,4769318821,347,131,1,2025-02-16 03:45:29.494792,"71663 Whitaker Loaf Suite 154, Rodriguezfurt, PA 34740",76.98770687916394,43.21653880628643
115,773405841534,Colleen Mcbride,001-735-613-5902x091,98,177,1,2025-02-16 03:45:29.494792,"21304 Bennett Prairie Apt. 344, Alisonville, ME 61368",76.63334266890205,43.243103319823994
116,294876795386,Jenny Lyons,920.512.1038,397,90,1,2025-02-16 03:45:29.494792,"31284 Michelle Path Apt. 301, North Tina, KY 70716",76.94240659519866,43.201261559473686
117,502462692933,Sandra Perry,001-727-694-0933x750,479,92,1,2025-02-16 03:45:29.494792,"21304 Bennett Prairie Apt. 344, Alisonville, ME 61368",76.63334266890205,43.243103319823994
118,515470855804,Crystal Martinez,779.485.9917x9285,277,118,1,2025-02-16 03:45:29.494792,"135 Young Wall Suite 875, Russellfort, SD 85990",76.9636666382832,43.34966207109577
119,587376372582,Kristen Vasquez,+1-495-864-6493,263,90,1,2025-02-16 03:45:29.494792,"089 Wallace Prairie Suite 875, Stevensshire, NH 43008",76.71972926792837,43.364250797064464
120,880300107473,Nicole Butler,(650)420-7452x30494,229,38,1,2025-02-16 03:45:29.494792,"165 Melissa Radial Suite 477, Melissafurt, AZ 49773",76.91566553825827,43.26168339744893
121,392797267982,Philip Lester,(873)300-6449x226,392,42,1,2025-02-16 03:45:29.494792,"PSC 3662, Box 5413, APO AE 80734",76.82772707451024,43.230960311280334
122,137743444240,James Myers,(278)332-7860x440,191,28,1,2025-02-16 03:45:29.494792,"PSC 3662, Box 5413, APO AE 80734",76.82772707451024,43.230960311280334
123,142718841320,Jennifer Lee,(645)766-2104,104,6,1,2025-02-16 03:45:29.494792,"089 Wallace Prairie Suite 875, Stevensshire, NH 43008",76.71972926792837,43.364250797064464
124,384512550446,Michael Cruz,+1-722-728-3166x13493,191,71,1,2025-02-16 03:45:29.494792,"652 Bradshaw Course Suite 479, East Lisa, WI 78599",76.91387704908065,43.222473503711576
125,233288573546,Marisa Ross,555-361-1761,64,44,1,2025-02-16 03:45:29.494792,"519 Jones Via, Cowanville, VT 57986",77.02314768879097,43.36093217227009
126,313008989650,Claudia Jensen,+1-209-645-6457x07986,226,154,1,2025-02-16 03:45:29.494792,"71663 Whitaker Loaf Suite 154, Rodriguezfurt, PA 34740",76.98770687916394,43.21653880628643
127,823340697046,Anthony Hernandez,(803)815-4965,148,53,1,2025-02-16 03:45:29.494792,"4474 Vazquez Mission Suite 978, Georgetown, DE 83355",76.80874313666207,43.24873394907164
128,690941988632,Mrs. Kelly Parker,(436)629-7368,390,154,1,2025-02-16 03:45:29.494792,"71663 Whitaker Loaf Suite 154, Rodriguezfurt, PA 34740",76.98770687916394,43.21653880628643
129,723094133087,Kenneth Smith,(752)382-0115,206,132,1,2025-02-16 03:45:29.494792,"519 Jones Via, Cowanville, VT 57986",77.02314768879097,43.36093217227009
130,616586759153,Erin Lucas,(770)898-2067x297,176,43,1,2025-02-16 03:45:29.494792,"21304 Bennett Prairie Apt. 344, Alisonville, ME 61368",76.63334266890205,43.243103319823994
131,467835755470,Gina Roberson,632-596-6602x7859,4,65,1,2025-02-16 03:45:29.494792,"23735 Johnson Parks Apt. 183, Christianport, WI 67024",76.7395009798056,43.215736420020114
132,312324966658,Michelle Fleming,+1-548-308-8757x840,482,164,1,2025-02-16 03:45:29.494792,"141 Eric Lodge, Davistown, WV 79732",76.85111453665331,43.30050018005092
133,803212491494,Matthew Miller,431-469-5291,247,41,1,2025-02-16 03:45:29.494792,"23735 Johnson Parks Apt. 183, Christianport, WI 67024",76.7395009798056,43.215736420020114
134,183646369154,Jennifer Moore,(404)663-7666x27298,480,117,1,2025-02-16 03:45:29.494792,"PSC 3662, Box 5413, APO AE 80734",76.82772707451024,43.230960311280334
135,504192089628,Alicia Joyce,358-874-6467x22970,71,175,1,2025-02-16 03:45:29.494792,"089 Wallace Prairie Suite 875, Stevensshire, NH 43008",76.71972926792837,43.364250797064464
136,480547431139,Jacob Alexander,001-314-724-0643x1578,37,161,1,2025-02-16 03:45:29.494792,"21304 Bennett Prairie Apt. 344, Alisonville, ME 61368",76.63334266890205,43.243103319823994
137,690829734051,Erika Reed,828.734.4589,257,73,1,2025-02-16 03:45:29.494792,"21304 Bennett Prairie Apt. 344, Alisonville, ME 61368",76.63334266890205,43.243103319823994
138,322333755496,Kevin Martinez,343.986.1451,250,171,1,2025-02-16 03:45:29.494792,"135 Young Wall Suite 875, Russellfort, SD 85990",76.9636666382832,43.34966207109577
139,369774919235,Bradley Jones,001-896-447-6052x271,135,159,1,2025-02-16 03:45:29.494792,"089 Wallace Prairie Suite 875, Stevensshire, NH 43008",76.71972926792837,43.364250797064464
140,935321935652,Joseph Hernandez,+1-625-987-2617x026,305,74,1,2025-02-16 03:45:29.494792,"519 Jones Via, Cowanville, VT 57986",77.02314768879097,43.36093217227009
141,695080074534,Brittany Reed,(429)761-2101,446,180,1,2025-02-16 03:45:29.494792,"519 Jones Via, Cowanville, VT 57986",77.02314768879097,43.36093217227009
142,199678959992,Aaron Black,762.398.0560x16223,289,36,1,2025-02-16 03:45:29.494792,"23735 Johnson Parks Apt. 183, Christianport, WI 67024",76.7395009798056,43.215736420020114
143,979485577381,Melissa Ruiz,389.742.0447x71154,364,150,1,2025-02-16 03:45:29.494792,"21304 Bennett Prairie Apt. 344, Alisonville, ME 61368",76.63334266890205,43.243103319823994
144,505639481687,Matthew Rodriguez,657-639-2313x088,472,37,1,2025-02-16 03:45:29.494792,"165 Melissa Radial Suite 477, Melissafurt, AZ 49773",76.91566553825827,43.26168339744893
145,129043927287,Caitlin Thomas,351.705.8143,309,106,1,2025-02-16 03:45:29.494792,"23735 Johnson Parks Apt. 183, Christianport, WI 67024",76.7395009798056,43.215736420020114
146,987355658555,Jose Mcgee,(972)669-4310x2982,188,88,1,2025-02-16 03:45:29.494792,"165 Melissa Radial Suite 477, Melissafurt, AZ 49773",76.91566553825827,43.26168339744893
147,898337737905,Derek Lewis,001-905-426-1315,135,199,1,2025-02-16 03:45:29.494792,"089 Wallace Prairie Suite 875, Stevensshire, NH 43008",76.71972926792837,43.364250797064464
148,407777075494,Casey Cox,+1-387-707-6700x6762,189,170,1,2025-02-16 03:45:29.494792,"135 Young Wall Suite 875, Russellfort, SD 85990",76.9636666382832,43.34966207109577
149,804217832268,Kenneth Snyder,001-391-436-2057x459,79,125,1,2025-02-16 03:45:29.494792,"165 Melissa Radial Suite 477, Melissafurt, AZ 49773",76.91566553825827,43.26168339744893
150,607573093798,Tracy Harrison,295-992-2824,454,82,1,2025-02-16 03:45:29.494792,"165 Melissa Radial Suite 477, Melissafurt, AZ 49773",76.91566553825827,43.26168339744893
151,519619162963,Alexis Hoffman,708-867-2492,330,146,1,2025-02-16 03:45:29.494792,"71663 Whitaker Loaf Suite 154, Rodriguezfurt, PA 34740",76.98770687916394,43.21653880628643
